product_name,series,mae_before,mae_after,mape_before,mape_after,improved
Bread,STORE_021,15.87,15.87,7.78,7.78,False
Bread,STORE_022,8.42,8.42,2.22,2.22,False
Bread,STORE_023,11.5,11.5,5.56,5.56,False
Bread,STORE_024,71.57,71.57,6482.03,6482.03,False
Bread,STORE_025,8.58,8.58,2.22,2.22,False
Bread,STORE_026,3.02,3.02,2.22,2.22,False
Bread,STORE_027,13.98,13.98,5.56,5.56,False
Bread,STORE_028,16.41,16.41,5.56,5.56,False
Bread,STORE_029,31.67,31.67,2059.95,2059.95,False
Bread,STORE_030,5.9,5.9,4.44,4.44,False
Bread,STORE_031,20.79,20.79,10.0,10.0,False
Bread,STORE_032,8.27,8.27,3.33,3.33,False
Bread,STORE_033,40.43,40.43,2700.27,2700.27,False
Bread,STORE_034,14.39,14.39,6.67,6.67,False
Bread,STORE_035,2.54,2.54,1.11,1.11,False
Bread,STORE_036,11.16,11.16,4.44,4.44,False
Bread,STORE_037,0.0,0.0,0.0,0.0,False
Bread,STORE_038,69.29,69.29,5472.61,5472.61,False
Bread,STORE_039,9.23,9.23,4.44,4.44,False
Bread,STORE_040,26.07,26.07,1510.39,1510.39,False
Bread,STORE_041,5.58,5.58,2.22,2.22,False
Bread,STORE_042,9.38,9.38,3.33,3.33,False
Bread,STORE_043,63.77,63.77,5490.02,5490.02,False
Bread,STORE_044,10.79,10.79,3.33,3.33,False
Bread,STORE_045,2.49,2.49,2.22,2.22,False
Bread,STORE_046,5.18,5.18,3.33,3.33,False
Bread,STORE_047,4.54,4.54,2.22,2.22,False
Bread,STORE_048,37.81,37.81,2635.34,2635.34,False
Bread,STORE_049,18.46,18.46,1612.13,1612.13,False
Bread,STORE_050,19.57,19.57,937.32,937.32,False
Butter,Total,348.3,348.3,9176.0,9176.0,False
Butter,Midwest,78.71,78.71,30.0,30.0,False
Butter,Northeast,160.65,160.65,6176.07,6176.07,False
Butter,Southeast,131.62,131.62,7258.12,7258.12,False
Butter,Southwest,99.98,99.98,5093.14,5093.14,False
Butter,West,145.22,145.22,9728.43,9728.43,False
Butter,STORE_001,2.54,2.54,1.11,1.11,False
Butter,STORE_002,8.16,8.16,4.44,4.44,False
Butter,STORE_003,5.52,5.52,2.22,2.22,False
Butter,STORE_004,9.33,9.33,4.44,4.44,False
Butter,STORE_005,7.6,7.6,3.33,3.33,False
Butter,STORE_006,4.38,4.38,1.11,1.11,False
Butter,STORE_007,2.61,2.61,1.11,1.11,False
Butter,STORE_008,9.86,9.86,3.33,3.33,False
Butter,STORE_009,24.47,24.47,1644.89,1644.89,False
Butter,STORE_010,35.24,35.24,2533.16,2533.16,False
Butter,STORE_011,10.97,10.97,4.44,4.44,False
Butter,STORE_012,4.38,4.38,3.33,3.33,False
Butter,STORE_013,12.08,12.08,5.56,5.56,False
Butter,STORE_014,15.17,15.17,5.56,5.56,False
Butter,STORE_015,109.48,109.48,9599.24,9599.24,False
Butter,STORE_016,15.11,15.11,4.44,4.44,False
Butter,STORE_017,36.17,36.17,2389.62,2389.62,False
Butter,STORE_018,19.24,19.24,7.78,7.78,False
Butter,STORE_019,2.3,2.3,1.11,1.11,False
Butter,STORE_020,4.06,4.06,2.22,2.22,False
Butter,STORE_021,3.22,3.22,3.33,3.33,False
Butter,STORE_022,13.0,13.0,6.67,6.67,False
Butter,STORE_023,8.66,8.66,2.22,2.22,False
Butter,STORE_024,11.08,11.08,4.44,4.44,False
Butter,STORE_025,9.83,9.83,4.44,4.44,False
Butter,STORE_026,5.32,5.32,2.22,2.22,False
Butter,STORE_027,0.0,0.0,0.0,0.0,False
Butter,STORE_028,17.38,17.38,8.89,8.89,False
Butter,STORE_029,2.02,2.02,1.11,1.11,False
Butter,STORE_030,14.34,14.34,5.56,5.56,False
Butter,STORE_031,11.42,11.42,5.56,5.56,False
Butter,STORE_032,12.92,12.92,7.78,7.78,False
Butter,STORE_033,6.61,6.61,2.22,2.22,False
Butter,STORE_034,6.28,6.28,2.22,2.22,False
Butter,STORE_035,22.56,22.56,10.0,10.0,False
Butter,STORE_036,38.99,38.99,2851.51,2851.51,False
Butter,STORE_037,16.32,16.32,6.67,6.67,False
Butter,STORE_038,4.19,4.19,2.22,2.22,False
Butter,STORE_039,5.66,5.66,2.22,2.22,False
Butter,STORE_040,12.29,12.29,4.44,4.44,False
Butter,STORE_041,9.02,9.02,2.22,2.22,False
Butter,STORE_042,4.97,4.97,2.22,2.22,False
Butter,STORE_043,4.98,4.98,1.11,1.11,False
Butter,STORE_044,18.39,18.39,6.67,6.67,False
Butter,STORE_045,26.09,26.09,2027.28,2027.28,False
Butter,STORE_046,82.79,82.79,7716.82,7716.82,False
Butter,STORE_047,3.69,3.69,3.33,3.33,False
Butter,STORE_048,52.19,52.19,4537.72,4537.72,False
Butter,STORE_049,64.9,64.9,5648.62,5648.62,False
Butter,STORE_050,12.58,12.58,1258.44,1258.44,False
Cakes,Total,277.54,277.54,3327.17,3327.17,False
Cakes,Midwest,84.42,84.42,1943.8,1943.8,False
Cakes,Northeast,183.58,183.58,7566.05,7566.05,False
Cakes,Southeast,130.65,130.65,8751.84,8751.84,False
Cakes,Southwest,86.93,86.93,1872.81,1872.81,False
Cakes,West,104.26,104.26,4558.85,4558.85,False
Cakes,STORE_001,13.59,13.59,5.56,5.56,False
Cakes,STORE_002,9.66,9.66,4.44,4.44,False
Cakes,STORE_003,23.86,23.86,680.62,680.62,False
Cakes,STORE_004,31.0,31.0,2918.16,2918.16,False
Cakes,STORE_005,5.8,5.8,3.33,3.33,False
Cakes,STORE_006,6.6,6.6,3.33,3.33,False
Cakes,STORE_007,13.16,13.16,310.15,310.15,False
Cakes,STORE_008,12.92,12.92,911.03,911.03,False
Cakes,STORE_009,0.31,0.31,1.11,1.11,False
Cakes,STORE_010,3.76,3.76,1.11,1.11,False
Cakes,STORE_011,26.91,26.91,2439.2,2439.2,False
Cakes,STORE_012,7.17,7.17,3.33,3.33,False
Cakes,STORE_013,5.27,5.27,2.22,2.22,False
Cakes,STORE_014,76.14,76.14,6539.23,6539.23,False
Cakes,STORE_015,7.24,7.24,4.44,4.44,False
Cakes,STORE_016,5.9,5.9,2.22,2.22,False
Cakes,STORE_017,5.07,5.07,2.22,2.22,False
Cakes,STORE_018,19.5,19.5,6.67,6.67,False
Cakes,STORE_019,40.96,40.96,1994.01,1994.01,False
Cakes,STORE_020,12.44,12.44,5.56,5.56,False
Cakes,STORE_021,46.72,46.72,3601.82,3601.82,False
Cakes,STORE_022,26.18,26.18,1308.38,1308.38,False
Cakes,STORE_023,12.69,12.69,4.44,4.44,False
Cakes,STORE_024,76.85,76.85,6236.71,6236.71,False
Cakes,STORE_025,5.1,5.1,2.22,2.22,False
Cakes,STORE_026,21.0,21.0,2100.0,2100.0,False
Cakes,STORE_027,6.19,6.19,4.44,4.44,False
Cakes,STORE_028,44.72,44.72,3714.55,3714.55,False
Cakes,STORE_029,5.03,5.03,1.11,1.11,False
Cakes,STORE_030,12.06,12.06,4.44,4.44,False
Cakes,STORE_031,9.19,9.19,4.44,4.44,False
Cakes,STORE_032,8.49,8.49,4.44,4.44,False
Cakes,STORE_033,8.9,8.9,4.44,4.44,False
Cakes,STORE_034,2.1,2.1,2.22,2.22,False
Cakes,STORE_035,5.29,5.29,2.22,2.22,False
Cakes,STORE_036,20.37,20.37,6.67,6.67,False
Cakes,STORE_037,22.8,22.8,7.78,7.78,False
Cakes,STORE_038,10.76,10.76,5.56,5.56,False
Cakes,STORE_039,14.18,14.18,5.56,5.56,False
Cakes,STORE_040,28.98,28.98,1907.46,1907.46,False
Cakes,STORE_041,4.03,4.03,4.44,4.44,False
Cakes,STORE_042,12.58,12.58,5.56,5.56,False
Cakes,STORE_043,11.54,11.54,3.33,3.33,False
Cakes,STORE_044,29.13,29.13,2348.69,2348.69,False
Cakes,STORE_045,16.01,16.01,4.44,4.44,False
Cakes,STORE_046,1.89,1.89,1.11,1.11,False
Cakes,STORE_047,6.26,6.26,3.33,3.33,False
Cakes,STORE_048,14.53,14.53,4.44,4.44,False
Cakes,STORE_049,15.12,15.12,5.56,5.56,False
Cakes,STORE_050,27.01,27.01,2286.93,2286.93,False
Cheese,Total,268.91,268.91,8722.42,8722.42,False
Cheese,Midwest,74.42,74.42,2966.73,2966.73,False
Cheese,Northeast,168.78,168.78,7463.97,7463.97,False
Cheese,Southeast,112.29,112.29,6052.75,6052.75,False
Cheese,Southwest,112.11,112.11,6858.07,6858.07,False
Cheese,West,120.46,120.46,8419.75,8419.75,False
Cheese,STORE_001,8.5,8.5,4.44,4.44,False
Cheese,STORE_002,13.53,13.53,5.56,5.56,False
Cheese,STORE_003,4.76,4.76,2.22,2.22,False
Cheese,STORE_004,4.37,4.37,2.22,2.22,False
Cheese,STORE_005,0.0,0.0,0.0,0.0,False
Cheese,STORE_006,16.26,16.26,6.67,6.67,False
Cheese,STORE_007,6.6,6.6,3.33,3.33,False
Cheese,STORE_008,5.32,5.32,3.33,3.33,False
Cheese,STORE_009,9.4,9.4,4.44,4.44,False
Cheese,STORE_010,6.86,6.86,2.22,2.22,False
Cheese,STORE_011,16.0,16.0,882.16,882.16,False
Cheese,STORE_012,15.86,15.86,6.67,6.67,False
Cheese,STORE_013,17.97,17.97,7.78,7.78,False
Cheese,STORE_014,3.27,3.27,1.11,1.11,False
Cheese,STORE_015,9.43,9.43,5.56,5.56,False
Cheese,STORE_016,14.04,14.04,4.44,4.44,False
Cheese,STORE_017,79.12,79.12,7373.92,7373.92,False
Cheese,STORE_018,36.47,36.47,2854.5,2854.5,False
Cheese,STORE_019,9.72,9.72,4.44,4.44,False
Cheese,STORE_020,8.4,8.4,4.44,4.44,False
Cheese,STORE_021,7.78,7.78,3.33,3.33,False
Cheese,STORE_022,9.97,9.97,3.33,3.33,False
Cheese,STORE_023,8.36,8.36,3.33,3.33,False
Cheese,STORE_024,4.26,4.26,1.11,1.11,False
Cheese,STORE_025,16.43,16.43,6.67,6.67,False
Cheese,STORE_026,3.46,3.46,1.11,1.11,False
Cheese,STORE_027,10.78,10.78,3.33,3.33,False
Cheese,STORE_028,5.88,5.88,3.33,3.33,False
Cheese,STORE_029,56.96,56.96,5058.27,5058.27,False
Cheese,STORE_030,79.61,79.61,7041.63,7041.63,False
Cheese,STORE_031,5.27,5.27,1.11,1.11,False
Cheese,STORE_032,20.75,20.75,1226.97,1226.97,False
Cheese,STORE_033,12.84,12.84,1266.4,1266.4,False
Cheese,STORE_034,23.3,23.3,1674.1,1674.1,False
Cheese,STORE_035,5.5,5.5,2.22,2.22,False
Cheese,STORE_036,80.58,80.58,7209.41,7209.41,False
Cheese,STORE_037,5.5,5.5,4.44,4.44,False
Cheese,STORE_038,3.66,3.66,1.11,1.11,False
Cheese,STORE_039,77.11,77.11,6129.53,6129.53,False
Cheese,STORE_040,6.43,6.43,2.22,2.22,False
Cheese,STORE_041,0.0,0.0,0.0,0.0,False
Cheese,STORE_042,0.0,0.0,0.0,0.0,False
Cheese,STORE_043,31.03,31.03,2235.91,2235.91,False
Cheese,STORE_044,3.87,3.87,2.22,2.22,False
Cheese,STORE_045,4.82,4.82,2.22,2.22,False
Cheese,STORE_046,0.0,0.0,0.0,0.0,False
Cheese,STORE_047,8.43,8.43,5.56,5.56,False
Cheese,STORE_048,4.63,4.63,1.11,1.11,False
Cheese,STORE_049,1.89,1.89,1.11,1.11,False
Cheese,STORE_050,11.6,11.6,302.95,302.95,False
Chicken,Total,244.03,244.03,3568.17,3568.17,False
Chicken,Midwest,247.19,247.19,22735.67,22735.67,False
Chicken,Northeast,113.79,113.79,700.06,700.06,False
Chicken,Southeast,114.78,114.78,2359.14,2359.14,False
Chicken,Southwest,107.08,107.08,4420.49,4420.49,False
Chicken,West,110.12,110.12,4900.85,4900.85,False
Chicken,STORE_001,10.78,10.78,6.67,6.67,False
Chicken,STORE_002,11.53,11.53,4.44,4.44,False
Chicken,STORE_003,4.83,4.83,3.33,3.33,False
Chicken,STORE_004,7.19,7.19,4.44,4.44,False
Chicken,STORE_005,7.73,7.73,3.33,3.33,False
Chicken,STORE_006,7.66,7.66,4.44,4.44,False
Chicken,STORE_007,9.12,9.12,3.33,3.33,False
Chicken,STORE_008,7.62,7.62,4.44,4.44,False
Chicken,STORE_009,7.08,7.08,4.44,4.44,False
Chicken,STORE_010,7.88,7.88,4.44,4.44,False
Chicken,STORE_011,9.66,9.66,5.56,5.56,False
Chicken,STORE_012,13.58,13.58,3.33,3.33,False
Chicken,STORE_013,0.27,0.27,1.11,1.11,False
Chicken,STORE_014,13.56,13.56,1059.18,1059.18,False
Chicken,STORE_015,18.44,18.44,7.78,7.78,False
Chicken,STORE_016,17.56,17.56,8.89,8.89,False
Chicken,STORE_017,6.14,6.14,2.22,2.22,False
Chicken,STORE_018,6.81,6.81,3.33,3.33,False
Chicken,STORE_019,9.13,9.13,4.44,4.44,False
Chicken,STORE_020,15.23,15.23,6.67,6.67,False
Chicken,STORE_021,0.0,0.0,0.0,0.0,False
Chicken,STORE_022,4.59,4.59,4.44,4.44,False
Chicken,STORE_023,15.94,15.94,4.44,4.44,False
Chicken,STORE_024,6.98,6.98,2.22,2.22,False
Chicken,STORE_025,14.71,14.71,4.44,4.44,False
Chicken,STORE_026,7.31,7.31,4.44,4.44,False
Chicken,STORE_027,0.9,0.9,2.22,2.22,False
Chicken,STORE_028,0.0,0.0,0.0,0.0,False
Chicken,STORE_029,13.56,13.56,6.67,6.67,False
Chicken,STORE_030,5.2,5.2,2.22,2.22,False
Chicken,STORE_031,1.4,1.4,1.11,1.11,False
Chicken,STORE_032,120.05,120.05,11234.34,11234.34,False
Chicken,STORE_033,4.63,4.63,2.22,2.22,False
Chicken,STORE_034,52.46,52.46,3413.98,3413.98,False
Chicken,STORE_035,28.48,28.48,2433.71,2433.71,False
Chicken,STORE_036,0.23,0.23,1.11,1.11,False
Chicken,STORE_037,11.23,11.23,4.44,4.44,False
Chicken,STORE_038,48.77,48.77,2992.01,2992.01,False
Chicken,STORE_039,12.11,12.11,4.44,4.44,False
Chicken,STORE_040,5.31,5.31,1.11,1.11,False
Chicken,STORE_041,74.1,74.1,7165.83,7165.83,False
Chicken,STORE_042,9.99,9.99,3.33,3.33,False
Chicken,STORE_043,47.1,47.1,4710.0,4710.0,False
Chicken,STORE_044,8.56,8.56,3.33,3.33,False
Chicken,STORE_045,28.77,28.77,2651.46,2651.46,False
Chicken,STORE_046,0.0,0.0,0.0,0.0,False
Chicken,STORE_047,9.16,9.16,2.22,2.22,False
Chicken,STORE_048,7.73,7.73,2.22,2.22,False
Chicken,STORE_049,5.3,5.3,3.33,3.33,False
Chicken,STORE_050,80.34,80.34,7001.77,7001.77,False
Cod,Total,337.72,337.72,8527.59,8527.59,False
Cod,Midwest,115.38,115.38,8122.15,8122.15,False
Cod,Northeast,177.85,177.85,9899.83,9899.83,False
Cod,Southeast,126.71,126.71,7188.92,7188.92,False
Cod,Southwest,65.1,65.1,28.89,28.89,False
Cod,West,147.0,147.0,9210.67,9210.67,False
Cod,STORE_001,46.9,46.9,3865.99,3865.99,False
Cod,STORE_002,27.59,27.59,2361.87,2361.87,False
Cod,STORE_003,4.11,4.11,3.33,3.33,False
Cod,STORE_004,7.22,7.22,3.33,3.33,False
Cod,STORE_005,5.63,5.63,6.67,6.67,False
Cod,STORE_006,97.8,97.8,9207.99,9207.99,False
Cod,STORE_007,13.97,13.97,6.67,6.67,False
Cod,STORE_008,6.32,6.32,3.33,3.33,False
Cod,STORE_009,25.97,25.97,1439.2,1439.2,False
Cod,STORE_010,18.13,18.13,987.49,987.49,False
Cod,STORE_011,4.59,4.59,3.33,3.33,False
Cod,STORE_012,7.11,7.11,3.33,3.33,False
Cod,STORE_013,16.91,16.91,5.56,5.56,False
Cod,STORE_014,8.84,8.84,3.33,3.33,False
Cod,STORE_015,13.32,13.32,3.33,3.33,False
Cod,STORE_016,26.99,26.99,1146.9,1146.9,False
Cod,STORE_017,11.23,11.23,5.56,5.56,False
Cod,STORE_018,27.88,27.88,2335.04,2335.04,False
Cod,STORE_019,19.26,19.26,7.78,7.78,False
Cod,STORE_020,89.36,89.36,7252.63,7252.63,False
Cod,STORE_021,6.88,6.88,3.33,3.33,False
Cod,STORE_022,21.0,21.0,1766.05,1766.05,False
Cod,STORE_023,14.73,14.73,6.67,6.67,False
Cod,STORE_024,3.28,3.28,2.22,2.22,False
Cod,STORE_025,5.0,5.0,1.11,1.11,False
Cod,STORE_026,17.67,17.67,8.89,8.89,False
Cod,STORE_027,115.1,115.1,11274.83,11274.83,False
Cod,STORE_028,32.22,32.22,2912.41,2912.41,False
Cod,STORE_029,12.46,12.46,429.39,429.39,False
Cod,STORE_030,11.03,11.03,3.33,3.33,False
Cod,STORE_031,7.33,7.33,3.33,3.33,False
Cod,STORE_032,11.01,11.01,5.56,5.56,False
Cod,STORE_033,6.33,6.33,3.33,3.33,False
Cod,STORE_034,7.67,7.67,3.33,3.33,False
Cod,STORE_035,0.0,0.0,0.0,0.0,False
Cod,STORE_036,0.64,0.64,2.22,2.22,False
Cod,STORE_037,5.89,5.89,3.33,3.33,False
Cod,STORE_038,11.83,11.83,4.44,4.44,False
Cod,STORE_039,14.27,14.27,4.44,4.44,False
Cod,STORE_040,14.57,14.57,8.89,8.89,False
Cod,STORE_041,8.22,8.22,5.56,5.56,False
Cod,STORE_042,22.04,22.04,1615.18,1615.18,False
Cod,STORE_043,10.32,10.32,5.56,5.56,False
Cod,STORE_044,75.52,75.52,7387.21,7387.21,False
Cod,STORE_045,5.63,5.63,4.44,4.44,False
Cod,STORE_046,6.93,6.93,4.44,4.44,False
Cod,STORE_047,6.28,6.28,2.22,2.22,False
Cod,STORE_048,12.28,12.28,8.89,8.89,False
Cod,STORE_049,1.3,1.3,129.56,129.56,False
Cod,STORE_050,0.69,0.69,1.11,1.11,False
Cold Brew Coffee,Total,315.11,315.11,5963.83,5963.83,False
Cold Brew Coffee,Midwest,128.43,128.43,8101.03,8101.03,False
Cold Brew Coffee,Northeast,155.68,155.68,3399.02,3399.02,False
Cold Brew Coffee,Southeast,119.18,119.18,1750.29,1750.29,False
Cold Brew Coffee,Southwest,91.16,91.16,36.67,36.67,False
Cold Brew Coffee,West,280.8,280.8,22174.75,22174.75,False
Cold Brew Coffee,STORE_001,4.2,4.2,3.33,3.33,False
Cold Brew Coffee,STORE_002,11.11,11.11,6.67,6.67,False
Cold Brew Coffee,STORE_003,13.63,13.63,5.56,5.56,False
Cold Brew Coffee,STORE_004,7.26,7.26,3.33,3.33,False
Cold Brew Coffee,STORE_005,10.08,10.08,3.33,3.33,False
Cold Brew Coffee,STORE_006,13.58,13.58,4.44,4.44,False
Cold Brew Coffee,STORE_007,6.27,6.27,3.33,3.33,False
Cold Brew Coffee,STORE_008,107.2,107.2,9863.01,9863.01,False
Cold Brew Coffee,STORE_009,13.99,13.99,6.67,6.67,False
Cold Brew Coffee,STORE_010,10.33,10.33,3.33,3.33,False
Cold Brew Coffee,STORE_011,8.13,8.13,3.33,3.33,False
Cold Brew Coffee,STORE_012,6.96,6.96,3.33,3.33,False
Cold Brew Coffee,STORE_013,13.63,13.63,7.78,7.78,False
Cold Brew Coffee,STORE_014,3.26,3.26,4.44,4.44,False
Cold Brew Coffee,STORE_015,10.86,10.86,3.33,3.33,False
Cold Brew Coffee,STORE_016,11.37,11.37,5.56,5.56,False
Cold Brew Coffee,STORE_017,171.67,171.67,16059.05,16059.05,False
Cold Brew Coffee,STORE_018,12.02,12.02,5.56,5.56,False
Cold Brew Coffee,STORE_019,21.29,21.29,7.78,7.78,False
Cold Brew Coffee,STORE_020,7.89,7.89,6.67,6.67,False
Cold Brew Coffee,STORE_021,3.48,3.48,3.33,3.33,False
Cold Brew Coffee,STORE_022,64.06,64.06,5995.4,5995.4,False
Cold Brew Coffee,STORE_023,16.52,16.52,5.56,5.56,False
Cold Brew Coffee,STORE_024,10.21,10.21,6.67,6.67,False
Cold Brew Coffee,STORE_025,15.01,15.01,6.67,6.67,False
Cold Brew Coffee,STORE_026,30.0,30.0,2583.28,2583.28,False
Cold Brew Coffee,STORE_027,27.28,27.28,2235.41,2235.41,False
Cold Brew Coffee,STORE_028,41.0,41.0,2318.76,2318.76,False
Cold Brew Coffee,STORE_029,13.3,13.3,4.44,4.44,False
Cold Brew Coffee,STORE_030,9.41,9.41,5.56,5.56,False
Cold Brew Coffee,STORE_031,3.68,3.68,2.22,2.22,False
Cold Brew Coffee,STORE_032,41.01,41.01,3004.34,3004.34,False
Cold Brew Coffee,STORE_033,44.06,44.06,2469.23,2469.23,False
Cold Brew Coffee,STORE_034,9.73,9.73,4.44,4.44,False
Cold Brew Coffee,STORE_035,17.09,17.09,321.0,321.0,False
Cold Brew Coffee,STORE_036,64.53,64.53,4805.75,4805.75,False
Cold Brew Coffee,STORE_037,15.51,15.51,6.67,6.67,False
Cold Brew Coffee,STORE_038,20.29,20.29,12.22,12.22,False
Cold Brew Coffee,STORE_039,3.63,3.63,2.22,2.22,False
Cold Brew Coffee,STORE_040,6.67,6.67,3.33,3.33,False
Cold Brew Coffee,STORE_041,12.02,12.02,8.89,8.89,False
Cold Brew Coffee,STORE_042,27.03,27.03,12.22,12.22,False
Cold Brew Coffee,STORE_043,73.33,73.33,6243.06,6243.06,False
Cold Brew Coffee,STORE_044,2.1,2.1,1.11,1.11,False
Cold Brew Coffee,STORE_045,14.07,14.07,6.67,6.67,False
Cold Brew Coffee,STORE_046,5.4,5.4,2.22,2.22,False
Cold Brew Coffee,STORE_047,4.67,4.67,5.56,5.56,False
Cold Brew Coffee,STORE_048,7.72,7.72,3.33,3.33,False
Cold Brew Coffee,STORE_049,12.43,12.43,5.56,5.56,False
Cold Brew Coffee,STORE_050,9.76,9.76,4.44,4.44,False
Cottage Cheese,Total,236.57,236.57,5547.02,5547.02,False
Cottage Cheese,Midwest,122.79,122.79,8247.58,8247.58,False
Cottage Cheese,Northeast,134.39,134.39,6178.53,6178.53,False
Cottage Cheese,Southeast,79.22,79.22,3000.06,3000.06,False
Cottage Cheese,Southwest,89.73,89.73,5073.79,5073.79,False
Cottage Cheese,West,114.72,114.72,5594.02,5594.02,False
Cottage Cheese,STORE_001,6.42,6.42,2.22,2.22,False
Cottage Cheese,STORE_002,18.93,18.93,10.0,10.0,False
Cottage Cheese,STORE_003,10.1,10.1,5.56,5.56,False
Cottage Cheese,STORE_004,11.56,11.56,5.56,5.56,False
Cottage Cheese,STORE_005,39.06,39.06,3847.31,3847.31,False
Cottage Cheese,STORE_006,1.87,1.87,1.11,1.11,False
Cottage Cheese,STORE_007,51.58,51.58,3926.16,3926.16,False
Cottage Cheese,STORE_008,8.4,8.4,5.56,5.56,False
Cottage Cheese,STORE_009,8.59,8.59,3.33,3.33,False
Cottage Cheese,STORE_010,5.84,5.84,2.22,2.22,False
Cottage Cheese,STORE_011,15.7,15.7,784.39,784.39,False
Cottage Cheese,STORE_012,1.83,1.83,2.22,2.22,False
Cottage Cheese,STORE_013,4.19,4.19,1.11,1.11,False
Cottage Cheese,STORE_014,13.96,13.96,6.67,6.67,False
Cottage Cheese,STORE_015,3.4,3.4,1.11,1.11,False
Cottage Cheese,STORE_016,7.22,7.22,2.22,2.22,False
Cottage Cheese,STORE_017,10.37,10.37,2.22,2.22,False
Cottage Cheese,STORE_018,4.27,4.27,3.33,3.33,False
Cottage Cheese,STORE_019,0.84,0.84,1.11,1.11,False
Cottage Cheese,STORE_020,8.66,8.66,4.44,4.44,False
Cottage Cheese,STORE_021,4.53,4.53,1.11,1.11,False
Cottage Cheese,STORE_022,9.5,9.5,4.44,4.44,False
Cottage Cheese,STORE_023,33.07,33.07,2620.49,2620.49,False
Cottage Cheese,STORE_024,9.29,9.29,3.33,3.33,False
Cottage Cheese,STORE_025,27.76,27.76,2483.13,2483.13,False
Cottage Cheese,STORE_026,1.88,1.88,1.11,1.11,False
Cottage Cheese,STORE_027,72.86,72.86,6366.9,6366.9,False
Cottage Cheese,STORE_028,4.48,4.48,2.22,2.22,False
Cottage Cheese,STORE_029,4.46,4.46,4.44,4.44,False
Cottage Cheese,STORE_030,6.24,6.24,3.33,3.33,False
Cottage Cheese,STORE_031,1.22,1.22,1.11,1.11,False
Cottage Cheese,STORE_032,10.14,10.14,4.44,4.44,False
Cottage Cheese,STORE_033,14.64,14.64,5.56,5.56,False
Cottage Cheese,STORE_034,0.0,0.0,0.0,0.0,False
Cottage Cheese,STORE_035,12.63,12.63,4.44,4.44,False
Cottage Cheese,STORE_036,6.97,6.97,3.33,3.33,False
Cottage Cheese,STORE_037,65.54,65.54,6512.57,6512.57,False
Cottage Cheese,STORE_038,13.57,13.57,496.37,496.37,False
Cottage Cheese,STORE_039,8.0,8.0,3.33,3.33,False
Cottage Cheese,STORE_040,49.59,49.59,4256.05,4256.05,False
Cottage Cheese,STORE_041,4.38,4.38,1.11,1.11,False
Cottage Cheese,STORE_042,79.87,79.87,7432.6,7432.6,False
Cottage Cheese,STORE_043,6.06,6.06,2.22,2.22,False
Cottage Cheese,STORE_044,4.57,4.57,4.44,4.44,False
Cottage Cheese,STORE_045,8.81,8.81,5.56,5.56,False
Cottage Cheese,STORE_046,3.39,3.39,1.11,1.11,False
Cottage Cheese,STORE_047,4.93,4.93,1.11,1.11,False
Cottage Cheese,STORE_048,9.52,9.52,4.44,4.44,False
Cottage Cheese,STORE_049,8.08,8.08,3.33,3.33,False
Cottage Cheese,STORE_050,16.91,16.91,5.56,5.56,False
Crab,Total,283.54,283.54,6910.15,6910.15,False
Crab,Midwest,74.79,74.79,1934.02,1934.02,False
Crab,Northeast,150.01,150.01,6673.99,6673.99,False
Crab,Southeast,106.18,106.18,4942.55,4942.55,False
Crab,Southwest,141.41,141.41,11117.07,11117.07,False
Crab,West,112.12,112.12,5110.53,5110.53,False
Crab,STORE_001,13.62,13.62,5.56,5.56,False
Crab,STORE_002,8.07,8.07,4.44,4.44,False
Crab,STORE_003,11.54,11.54,3.33,3.33,False
Crab,STORE_004,13.14,13.14,3.33,3.33,False
Crab,STORE_005,7.66,7.66,5.56,5.56,False
Crab,STORE_006,45.63,45.63,4091.52,4091.52,False
Crab,STORE_007,65.99,65.99,5085.52,5085.52,False
Crab,STORE_008,10.36,10.36,4.44,4.44,False
Crab,STORE_009,35.41,35.41,2803.33,2803.33,False
Crab,STORE_010,33.24,33.24,1695.66,1695.66,False
Crab,STORE_011,72.78,72.78,6872.28,6872.28,False
Crab,STORE_012,36.94,36.94,2120.32,2120.32,False
Crab,STORE_013,5.41,5.41,1.11,1.11,False
Crab,STORE_014,6.17,6.17,3.33,3.33,False
Crab,STORE_015,7.69,7.69,3.33,3.33,False
Crab,STORE_016,3.62,3.62,1.11,1.11,False
Crab,STORE_017,33.35,33.35,3052.43,3052.43,False
Crab,STORE_018,9.02,9.02,2.22,2.22,False
Crab,STORE_019,8.9,8.9,3.33,3.33,False
Crab,STORE_020,9.38,9.38,5.56,5.56,False
Crab,STORE_021,6.34,6.34,2.22,2.22,False
Crab,STORE_022,24.91,24.91,1742.56,1742.56,False
Crab,STORE_023,5.38,5.38,3.33,3.33,False
Crab,STORE_024,29.76,29.76,2612.38,2612.38,False
Crab,STORE_025,23.38,23.38,1437.32,1437.32,False
Crab,STORE_026,11.85,11.85,554.14,554.14,False
Crab,STORE_027,8.07,8.07,4.44,4.44,False
Crab,STORE_028,1.14,1.14,1.11,1.11,False
Crab,STORE_029,0.08,0.08,1.11,1.11,False
Crab,STORE_030,6.88,6.88,4.44,4.44,False
Crab,STORE_031,34.82,34.82,2420.98,2420.98,False
Crab,STORE_032,6.48,6.48,2.22,2.22,False
Crab,STORE_033,16.89,16.89,6.67,6.67,False
Crab,STORE_034,7.43,7.43,3.33,3.33,False
